Date,Forecast,Real,Error
2019-02-01,1165.01115909265,1178.793875235,13.782716142350182
2019-03-01,1171.1285387950095,1215.8466959961631,44.718157201153645
2019-04-01,1152.7731281330555,1253.913525128208,101.14039699515251
2019-05-01,1137.515058793433,1280.6016353070008,143.08657651356793
